# Logger type: CL3000
# HW rev: 7.xx
# FW rev: 5.75 / 4.00.03
# Logger ID: id0001
# Session No.: 106
# Split No.: 1
# Time: 20200208T155344
# Value separator: ";"
# Time format: 6
# Time separator: ""
# Time separator ms: ""
# Date separator: ""
# Time and date separator: ""
# Bit-rate: 5000
# Silent mode: false
# Cyclic mode: false
Timestamp;Type;ID;Data
20200208155350990;0;101;0101010110000000
20200208155351015;0;101;0101010110000000
20200208155351044;1;101;deadbeef00000000
20200208155351068;0;101;0101010110000000
20200208155351093;0;101;0101010110000000
20200208155351121;1;101;deadbeef00000000
20200208155351146;0;101;0101010110000000
20200208155351170;0;101;0101010110000000
20200208155351199;1;101;deadbeef00000000
20200208155351224;0;101;0101010110000000
20200208155351248;0;101;0101010110000000
20200208155351277;1;101;deadbeef00000000
20200208155351301;0;101;0101010110000000
20200208155351326;0;101;0101010110000000
20200208155351355;1;101;deadbeef00000000
20200208155351379;0;101;0101010110000000
20200208155351404;0;101;0101010110000000
20200208155351432;1;101;deadbeef00000000
20200208155351457;0;101;0101010110000000
20200208155351481;0;101;0101010110000000
20200208155351510;1;101;deadbeef00000000
20200208155351535;0;101;0101010110000000
20200208155351559;0;101;0101010110000000
20200208155351588;1;101;deadbeef00000000
20200208155351612;0;101;0101010110000000
20200208155351637;0;101;0101010110000000
20200208155351666;1;101;deadbeef00000000
20200208155351690;0;101;0101010110000000
20200208155351715;0;101;0101010110000000
20200208155351743;1;101;deadbeef00000000
20200208155351768;0;101;0101010110000000
20200208155351793;0;101;0101010110000000
20200208155351821;1;101;deadbeef00000000
20200208155351846;0;101;0101010110000000
20200208155351870;0;101;0101010110000000
20200208155351899;1;101;deadbeef00000000
20200208155351923;0;101;0101010110000000
20200208155351948;0;101;0101010110000000
20200208155351977;1;101;deadbeef00000000
20200208155352001;0;101;0101010110000000
20200208155352026;0;101;0101010110000000
20200208155352054;1;101;deadbeef00000000
20200208155352079;0;101;0101010110000000
20200208155352104;0;101;0101010110000000
20200208155352132;1;101;deadbeef00000000
20200208155352157;0;101;0101010110000000
20200208155352181;0;101;0101010110000000
20200208155352210;1;101;deadbeef00000000
20200208155352235;0;101;0101010110000000
20200208155352259;0;101;0101010110000000
20200208155352288;1;101;deadbeef00000000
20200208155352312;0;101;0101010110000000
20200208155352337;0;101;0101010110000000
20200208155352365;1;101;deadbeef00000000
20200208155352390;0;101;0101010110000000
20200208155352415;0;101;0101010110000000
20200208155352443;1;101;deadbeef00000000
20200208155352468;0;101;0101010110000000
20200208155352492;0;101;0101010110000000
20200208155352521;1;101;deadbeef00000000
20200208155352546;0;101;0101010110000000
20200208155352570;0;101;0101010110000000
20200208155352599;1;101;deadbeef00000000
20200208155352623;0;101;0101010110000000
20200208155352648;0;101;0101010110000000
20200208155352677;1;101;deadbeef00000000
20200208155352701;0;101;0101010110000000
20200208155352726;0;101;0101010110000000
20200208155352754;1;101;deadbeef00000000
20200208155352779;0;101;0101010110000000
20200208155352803;0;101;0101010110000000
20200208155352832;1;101;deadbeef00000000
20200208155352857;0;101;0101010110000000
20200208155352881;0;101;0101010110000000
20200208155352910;1;101;deadbeef00000000
20200208155352934;0;101;0101010110000000
20200208155352959;0;101;0101010110000000
20200208155352988;1;101;deadbeef00000000
20200208155353012;0;101;0101010110000000
20200208155353037;0;101;0101010110000000
20200208155353065;1;101;deadbeef00000000
20200208155353090;0;101;0101010110000000
20200208155353114;0;101;0101010110000000
20200208155353143;1;101;deadbeef00000000
20200208155353168;0;101;0101010110000000
20200208155353192;0;101;0101010110000000
20200208155353221;1;101;deadbeef00000000
20200208155353245;0;101;0101010110000000
20200208155353270;0;101;0101010110000000
20200208155353299;1;101;deadbeef00000000
20200208155353323;0;101;0101010110000000
20200208155353348;0;101;0101010110000000
20200208155353376;1;101;deadbeef00000000
20200208155353401;0;101;0101010110000000
20200208155353426;0;101;0101010110000000
20200208155353454;1;101;deadbeef00000000
20200208155353479;0;101;0101010110000000
20200208155353503;0;101;0101010110000000
20200208155353532;1;101;deadbeef00000000
20200208155353556;0;101;0101010110000000
20200208155353581;0;101;0101010110000000
20200208155353610;1;101;deadbeef00000000
20200208155353634;0;101;0101010110000000
20200208155353659;0;101;0101010110000000
20200208155353687;1;101;deadbeef00000000
20200208155353712;0;101;0101010110000000
20200208155353737;0;101;0101010110000000
20200208155353765;1;101;deadbeef00000000
20200208155353790;0;101;0101010110000000
20200208155353814;0;101;0101010110000000
20200208155353843;1;101;deadbeef00000000
20200208155353868;0;101;0101010110000000
20200208155353892;0;101;0101010110000000
20200208155353921;1;101;deadbeef00000000
20200208155353945;0;101;0101010110000000
20200208155353970;0;101;0101010110000000
20200208155353998;1;101;deadbeef00000000
20200208155354023;0;101;0101010110000000
20200208155354048;0;101;0101010110000000
20200208155354076;1;101;deadbeef00000000
20200208155354101;0;101;0101010110000000
20200208155354125;0;101;0101010110000000
20200208155354154;1;101;deadbeef00000000
20200208155354179;0;101;0101010110000000
20200208155354203;0;101;0101010110000000
20200208155354232;1;101;deadbeef00000000
20200208155354256;0;101;0101010110000000
20200208155354281;0;101;0101010110000000
20200208155354309;1;101;deadbeef00000000
20200208155354334;0;101;0101010110000000
20200208155354359;0;101;0101010110000000
20200208155354387;1;101;deadbeef00000000
20200208155354412;0;101;0101010110000000
20200208155354436;0;101;0101010110000000
20200208155354465;1;101;deadbeef00000000
20200208155354490;0;101;0101010110000000
20200208155354514;0;101;0101010110000000
20200208155354543;1;101;deadbeef00000000
20200208155354567;0;101;0101010110000000
20200208155354592;0;101;0101010110000000
20200208155354621;1;101;deadbeef00000000
20200208155354645;0;101;0101010110000000
20200208155354670;0;101;0101010110000000
20200208155354698;1;101;deadbeef00000000
20200208155354723;0;101;0101010110000000
20200208155354747;0;101;0101010110000000
20200208155354776;1;101;deadbeef00000000
20200208155354801;0;101;0101010110000000
20200208155354825;0;101;0101010110000000
20200208155354854;1;101;deadbeef00000000
20200208155354878;0;101;0101010110000000
20200208155354903;0;101;0101010110000000
20200208155354932;1;101;deadbeef00000000
20200208155354956;0;101;0101010110000000
20200208155354981;0;101;0101010110000000
20200208155355009;1;101;deadbeef00000000
20200208155355034;0;101;0101010110000000
20200208155355059;0;101;0101010110000000
20200208155355087;1;101;deadbeef00000000
20200208155355112;0;101;0101010110000000
20200208155355136;0;101;0101010110000000
20200208155355165;1;101;deadbeef00000000
20200208155355189;0;101;0101010110000000
20200208155355214;0;101;0101010110000000
20200208155355243;1;101;deadbeef00000000
20200208155355267;0;101;0101010110000000
20200208155355292;0;101;0101010110000000
20200208155355320;1;101;deadbeef00000000
20200208155355345;0;101;0101010110000000
20200208155355370;0;101;0101010110000000
20200208155355398;1;101;deadbeef00000000
20200208155355423;0;101;0101010110000000
20200208155355447;0;101;0101010110000000
20200208155355476;1;101;deadbeef00000000
20200208155355501;0;101;0101010110000000
20200208155355525;0;101;0101010110000000
20200208155355554;1;101;deadbeef00000000
20200208155355578;0;101;0101010110000000
20200208155355603;0;101;0101010110000000
20200208155355631;1;101;deadbeef00000000
20200208155355656;0;101;0101010110000000
20200208155355681;0;101;0101010110000000
20200208155355709;1;101;deadbeef00000000
20200208155355734;0;101;0101010110000000
20200208155355758;0;101;0101010110000000
20200208155355787;1;101;deadbeef00000000
20200208155355812;0;101;0101010110000000
20200208155355836;0;101;0101010110000000
20200208155355865;1;101;deadbeef00000000
20200208155355889;0;101;0101010110000000
20200208155355914;0;101;0101010110000000
20200208155355942;1;101;deadbeef00000000
20200208155355967;0;101;0101010110000000
20200208155355992;0;101;0101010110000000
20200208155356020;1;101;deadbeef00000000
20200208155356045;0;101;0101010110000000
20200208155356069;0;101;0101010110000000
20200208155356098;1;101;deadbeef00000000
20200208155356123;0;101;0101010110000000
20200208155356147;0;101;0101010110000000
20200208155356176;1;101;deadbeef00000000
20200208155356200;0;101;0101010110000000
20200208155356225;0;101;0101010110000000
20200208155356254;1;101;deadbeef00000000
20200208155356278;0;101;0101010110000000
20200208155356303;0;101;0101010110000000
20200208155356331;1;101;deadbeef00000000
20200208155356356;0;101;0101010110000000
20200208155356380;0;101;0101010110000000
20200208155356409;1;101;deadbeef00000000
20200208155356434;0;101;0101010110000000
20200208155356458;0;101;0101010110000000
20200208155356487;1;101;deadbeef00000000
20200208155356511;0;101;0101010110000000
20200208155356536;0;101;0101010110000000
20200208155356565;1;101;deadbeef00000000
20200208155356589;0;101;0101010110000000
20200208155356614;0;101;0101010110000000
20200208155356642;1;101;deadbeef00000000
20200208155356667;0;101;0101010110000000
20200208155356692;0;101;0101010110000000
20200208155356720;1;101;deadbeef00000000
20200208155356745;0;101;0101010110000000
20200208155356769;0;101;0101010110000000
20200208155356798;1;101;deadbeef00000000
20200208155356822;0;101;0101010110000000
20200208155356847;0;101;0101010110000000
20200208155356876;1;101;deadbeef00000000
20200208155356900;0;101;0101010110000000
20200208155356925;0;101;0101010110000000
20200208155356953;1;101;deadbeef00000000
20200208155356978;0;101;0101010110000000
20200208155357003;0;101;0101010110000000
20200208155357031;1;101;deadbeef00000000
20200208155357056;0;101;0101010110000000
20200208155357080;0;101;0101010110000000
20200208155357109;1;101;deadbeef00000000
20200208155357134;0;101;0101010110000000
20200208155357158;0;101;0101010110000000
20200208155357187;1;101;deadbeef00000000
20200208155357211;0;101;0101010110000000
20200208155357236;0;101;0101010110000000
20200208155357264;1;101;deadbeef00000000
20200208155357289;0;101;0101010110000000
20200208155357314;0;101;0101010110000000
20200208155357342;1;101;deadbeef00000000
20200208155357367;0;101;0101010110000000
20200208155357391;0;101;0101010110000000
20200208155357420;1;101;deadbeef00000000
20200208155357445;0;101;0101010110000000
20200208155357469;0;101;0101010110000000
20200208155357498;1;101;deadbeef00000000
20200208155357522;0;101;0101010110000000
20200208155357547;0;101;0101010110000000
20200208155357576;1;101;deadbeef00000000
20200208155357600;0;101;0101010110000000
20200208155357625;0;101;0101010110000000
20200208155357653;1;101;deadbeef00000000
20200208155357678;0;101;0101010110000000
20200208155357702;0;101;0101010110000000
20200208155357731;1;101;deadbeef00000000
20200208155357756;0;101;0101010110000000
20200208155357780;0;101;0101010110000000
20200208155357809;1;101;deadbeef00000000
20200208155357833;0;101;0101010110000000
20200208155357858;0;101;0101010110000000
20200208155357887;1;101;deadbeef00000000
20200208155357911;0;101;0101010110000000
20200208155357936;0;101;0101010110000000
20200208155357964;1;101;deadbeef00000000
20200208155357989;0;101;0101010110000000
20200208155358014;0;101;0101010110000000
20200208155358042;1;101;deadbeef00000000
20200208155358067;0;101;0101010110000000
20200208155358091;0;101;0101010110000000
20200208155358120;1;101;deadbeef00000000
20200208155358144;0;101;0101010110000000
20200208155358169;0;101;0101010110000000
20200208155358198;1;101;deadbeef00000000
20200208155358222;0;101;0101010110000000
20200208155358247;0;101;0101010110000000
20200208155358275;1;101;deadbeef00000000
20200208155358300;0;101;0101010110000000
20200208155358325;0;101;0101010110000000
20200208155358353;1;101;deadbeef00000000
20200208155358378;0;101;0101010110000000
20200208155358402;0;101;0101010110000000
20200208155358431;1;101;deadbeef00000000
20200208155358455;0;101;0101010110000000
20200208155358480;0;101;0101010110000000
20200208155358509;1;101;deadbeef00000000
20200208155358533;0;101;0101010110000000
20200208155358558;0;101;0101010110000000
20200208155358586;1;101;deadbeef00000000
20200208155358611;0;101;0101010110000000
20200208155358636;0;101;0101010110000000
20200208155358664;1;101;deadbeef00000000
20200208155358689;0;101;0101010110000000
20200208155358713;0;101;0101010110000000
20200208155358742;1;101;deadbeef00000000
20200208155358767;0;101;0101010110000000
20200208155358791;0;101;0101010110000000
20200208155358820;1;101;deadbeef00000000
20200208155358844;0;101;0101010110000000
20200208155358869;0;101;0101010110000000
20200208155358897;1;101;deadbeef00000000
20200208155358922;0;101;0101010110000000
20200208155358947;0;101;0101010110000000
20200208155358975;1;101;deadbeef00000000
20200208155359000;0;101;0101010110000000
20200208155359024;0;101;0101010110000000
20200208155359053;1;101;deadbeef00000000
20200208155359078;0;101;0101010110000000
20200208155359102;0;101;0101010110000000
20200208155359131;1;101;deadbeef00000000
20200208155359155;0;101;0101010110000000
20200208155359180;0;101;0101010110000000
20200208155359209;1;101;deadbeef00000000
20200208155359233;0;101;0101010110000000
20200208155359258;0;101;0101010110000000
20200208155359286;1;101;deadbeef00000000
20200208155359311;0;101;0101010110000000
20200208155359335;0;101;0101010110000000
20200208155359364;1;101;deadbeef00000000
20200208155359389;0;101;0101010110000000
20200208155359413;0;101;0101010110000000
20200208155359442;1;101;deadbeef00000000
20200208155359466;0;101;0101010110000000
20200208155359491;0;101;0101010110000000
20200208155359520;1;101;deadbeef00000000
20200208155359544;0;101;0101010110000000
20200208155359569;0;101;0101010110000000
20200208155359597;1;101;deadbeef00000000
20200208155359622;0;101;0101010110000000
20200208155359647;0;101;0101010110000000
20200208155359675;1;101;deadbeef00000000
20200208155359700;0;101;0101010110000000
20200208155359724;0;101;0101010110000000
20200208155359753;1;101;deadbeef00000000
20200208155359777;0;101;0101010110000000
20200208155359802;0;101;0101010110000000
20200208155359831;1;101;deadbeef00000000
20200208155359855;0;101;0101010110000000
20200208155359880;0;101;0101010110000000
20200208155359908;1;101;deadbeef00000000
20200208155359933;0;101;0101010110000000
20200208155359958;0;101;0101010110000000
20200208155359986;1;101;deadbeef00000000
20200208155400011;0;101;0101010110000000
20200208155400035;0;101;0101010110000000
20200208155400064;1;101;deadbeef00000000
20200208155400088;0;101;0101010110000000
20200208155400113;0;101;0101010110000000
20200208155400142;1;101;deadbeef00000000
20200208155400166;0;101;0101010110000000
20200208155400191;0;101;0101010110000000
20200208155400219;1;101;deadbeef00000000
20200208155400244;0;101;0101010110000000
20200208155400269;0;101;0101010110000000
20200208155400297;1;101;deadbeef00000000
20200208155400322;0;101;0101010110000000
20200208155400346;0;101;0101010110000000
20200208155400375;1;101;deadbeef00000000
20200208155400400;0;101;0101010110000000
20200208155400424;0;101;0101010110000000
20200208155400453;1;101;deadbeef00000000
20200208155400477;0;101;0101010110000000
20200208155400502;0;101;0101010110000000
20200208155400530;1;101;deadbeef00000000
20200208155400555;0;101;0101010110000000
20200208155400580;0;101;0101010110000000
20200208155400608;1;101;deadbeef00000000
20200208155400633;0;101;0101010110000000
20200208155400657;0;101;0101010110000000
20200208155400686;1;101;deadbeef00000000
20200208155400711;0;101;0101010110000000
20200208155400735;0;101;0101010110000000
20200208155400764;1;101;deadbeef00000000
20200208155400788;0;101;0101010110000000
20200208155400813;0;101;0101010110000000
20200208155400842;1;101;deadbeef00000000
20200208155400866;0;101;0101010110000000
20200208155400891;0;101;0101010110000000
20200208155400919;1;101;deadbeef00000000
20200208155400944;0;101;0101010110000000
20200208155400968;0;101;0101010110000000
20200208155400997;1;101;deadbeef00000000
20200208155401022;0;101;0101010110000000
20200208155401046;0;101;0101010110000000
20200208155401075;1;101;deadbeef00000000
20200208155401099;0;101;0101010110000000
20200208155401124;0;101;0101010110000000
20200208155401153;1;101;deadbeef00000000
20200208155401177;0;101;0101010110000000
20200208155401202;0;101;0101010110000000
20200208155401230;1;101;deadbeef00000000
20200208155401255;0;101;0101010110000000
20200208155401279;0;101;0101010110000000
20200208155401308;1;101;deadbeef00000000
20200208155401333;0;101;0101010110000000
20200208155401357;0;101;0101010110000000
20200208155401386;1;101;deadbeef00000000
20200208155401410;0;101;0101010110000000
20200208155401435;0;101;0101010110000000
20200208155401464;1;101;deadbeef00000000
20200208155401488;0;101;0101010110000000
20200208155401513;0;101;0101010110000000
20200208155401541;1;101;deadbeef00000000
20200208155401566;0;101;0101010110000000
20200208155401591;0;101;0101010110000000
20200208155401619;1;101;deadbeef00000000
20200208155401644;0;101;0101010110000000
20200208155401668;0;101;0101010110000000
20200208155401697;1;101;deadbeef00000000
20200208155401721;0;101;0101010110000000
20200208155401746;0;101;0101010110000000
20200208155401775;1;101;deadbeef00000000
20200208155401799;0;101;0101010110000000
20200208155401824;0;101;0101010110000000
20200208155401852;1;101;deadbeef00000000
20200208155401877;0;101;0101010110000000
20200208155401902;0;101;0101010110000000
20200208155401930;1;101;deadbeef00000000
20200208155401955;0;101;0101010110000000
20200208155401979;0;101;0101010110000000
20200208155402008;1;101;deadbeef00000000
20200208155402033;0;101;0101010110000000
20200208155402057;0;101;0101010110000000
20200208155402086;1;101;deadbeef00000000
20200208155402110;0;101;0101010110000000
20200208155402135;0;101;0101010110000000
20200208155402163;1;101;deadbeef00000000
20200208155402188;0;101;0101010110000000
20200208155402213;0;101;0101010110000000
20200208155402241;1;101;deadbeef00000000
20200208155402266;0;101;0101010110000000
20200208155402290;0;101;0101010110000000
20200208155402319;1;101;deadbeef00000000
20200208155402344;0;101;0101010110000000
20200208155402368;0;101;0101010110000000
20200208155402397;1;101;deadbeef00000000
20200208155402421;0;101;0101010110000000
20200208155402446;0;101;0101010110000000
20200208155402475;1;101;deadbeef00000000
20200208155402499;0;101;0101010110000000
20200208155402524;0;101;0101010110000000
20200208155402552;1;101;deadbeef00000000
20200208155402577;0;101;0101010110000000
20200208155402601;0;101;0101010110000000
20200208155402630;1;101;deadbeef00000000
20200208155402655;0;101;0101010110000000
20200208155402679;0;101;0101010110000000
20200208155402708;1;101;deadbeef00000000
20200208155402732;0;101;0101010110000000
20200208155402757;0;101;0101010110000000
20200208155402786;1;101;deadbeef00000000
20200208155402810;0;101;0101010110000000
20200208155402835;0;101;0101010110000000
20200208155402863;1;101;deadbeef00000000
20200208155402888;0;101;0101010110000000
20200208155402913;0;101;0101010110000000
20200208155402941;1;101;deadbeef00000000
20200208155402966;0;101;0101010110000000
20200208155402990;0;101;0101010110000000
20200208155403019;1;101;deadbeef00000000
20200208155403043;0;101;0101010110000000
20200208155403068;0;101;0101010110000000
20200208155403097;1;101;deadbeef00000000
20200208155403121;0;101;0101010110000000
20200208155403146;0;101;0101010110000000
20200208155403174;1;101;deadbeef00000000
20200208155403199;0;101;0101010110000000
20200208155403224;0;101;0101010110000000
20200208155403252;1;101;deadbeef00000000
20200208155403277;0;101;0101010110000000
20200208155403301;0;101;0101010110000000
20200208155403330;1;101;deadbeef00000000
20200208155403354;0;101;0101010110000000
20200208155403379;0;101;0101010110000000
20200208155403408;1;101;deadbeef00000000
20200208155403432;0;101;0101010110000000
20200208155403457;0;101;0101010110000000
20200208155403485;1;101;deadbeef00000000
20200208155403510;0;101;0101010110000000
20200208155403535;0;101;0101010110000000
20200208155403563;1;101;deadbeef00000000
20200208155403588;0;101;0101010110000000
20200208155403612;0;101;0101010110000000
20200208155403641;1;101;deadbeef00000000
20200208155403666;0;101;0101010110000000
20200208155403690;0;101;0101010110000000
20200208155403719;1;101;deadbeef00000000
20200208155403743;0;101;0101010110000000
20200208155403768;0;101;0101010110000000
20200208155403796;1;101;deadbeef00000000
20200208155403821;0;101;0101010110000000
20200208155403846;0;101;0101010110000000
