Index,Timestamp,Elapsed Time [s],Time Increment [s],Voltage [V],Current [A],Charging Coulombs [Ah],Discharging Coulombs [Ah],Estimated SOC
0,2025-02-22 16:19:52.492,0.006,,4.20363,0.0,0,0,100.0
1,2025-02-22 16:23:52.531,240.046,240.02,3.879389,0.700413,0,0.0466981,98.33221
2,2025-02-22 16:26:52.586,420.1,180.04,4.148683,0.0,0,0.0466981,98.33221
3,2025-02-22 16:30:52.609,660.123,240.016,3.848273,0.700445,0,0.0933972,96.66439
4,2025-02-22 16:34:22.361,869.875,209.741,4.118504,0.0,0,0.0933972,96.66439
5,2025-02-22 16:38:22.416,1109.932,240.022,3.83137,0.700493,0,0.1401008,94.9964
6,2025-02-22 16:42:08.507,1336.021,226.023,4.100545,0.0,0,0.1401008,94.9964
7,2025-02-22 16:46:08.531,1576.046,240.014,3.820324,0.700541,0,0.1868063,93.32835
8,2025-02-22 16:50:04.256,1811.771,235.713,4.089246,0.0,0,0.1868063,93.32835
9,2025-02-22 16:54:04.311,2051.826,240.04,3.812563,0.70042,0,0.2335087,91.66041
10,2025-02-22 16:58:06.131,2293.645,241.801,4.08162,0.0,0,0.2335087,91.66041
11,2025-02-22 17:02:06.165,2533.68,240.023,3.806245,0.700509,0,0.2802138,89.99237
12,2025-02-22 17:06:12.135,2779.649,245.949,4.075807,0.0,0,0.2802138,89.99237
13,2025-02-22 17:10:12.161,3019.675,240.013,3.800566,0.700469,0,0.3269143,88.32449
14,2025-02-22 17:14:21.259,3268.773,249.09,4.070737,0.0,0,0.3269143,88.32449
15,2025-02-22 17:18:21.296,3508.81,240.024,3.79404,0.700549,0,0.3736222,86.65635
16,2025-02-22 17:22:33.121,3760.636,251.821,4.064925,0.0,0,0.3736222,86.65635
17,2025-02-22 17:26:33.154,4000.668,240.023,3.783098,0.700404,0,0.4203199,84.98857
18,2025-02-22 17:30:48.133,4255.647,254.963,4.056466,0.0,0,0.4203199,84.98857
19,2025-02-22 17:34:48.165,4495.68,240.017,3.770506,0.700445,0,0.4670193,83.32073
20,2025-02-22 17:39:07.691,4755.205,259.51,4.044067,0.0,0,0.4670193,83.32073
21,2025-02-22 17:43:07.714,4995.228,240.021,3.754034,0.700605,0,0.5137302,81.65248
22,2025-02-22 17:47:33.965,5261.479,266.239,4.028501,0.0,0,0.5137302,81.65248
23,2025-02-22 17:51:33.988,5501.502,240.017,3.735346,0.700629,0,0.5604419,79.98421
24,2025-02-22 17:56:08.612,5776.126,274.617,4.01081,0.0,0,0.5604419,79.98421
25,2025-02-22 18:00:08.648,6016.162,240.017,3.715009,0.700445,0,0.6071413,78.31637
