
Index,Timestamp,Elapsed Time [s],Time Increment [s],Voltage [V],Current [A],Charging Coulombs [Ah],Discharging Coulombs [Ah],Estimated SOC
56,2025-02-13 17:26:32.152,10173.675,303.318,3.739494,0.0,0,1.3066785,52.33294
57,2025-02-13 17:28:32.165,10293.688,120.009,3.520345,1.400046,0,1.3533486,50.66615
58,2025-02-13 17:33:39.891,10601.415,307.727,3.723974,0.0,0,1.3533486,50.66615
59,2025-02-13 17:35:39.899,10721.423,120.005,3.500885,1.400079,0,1.4000198,48.99932
60,2025-02-13 17:40:52.017,11033.54,312.114,3.708765,0.0,0,1.4000198,48.99932
61,2025-02-13 17:42:52.025,11153.549,120.003,3.486316,1.40011,0,1.4466913,47.33248
62,2025-02-13 17:48:08.477,11470.0,316.446,3.694017,0.0,0,1.4466913,47.33248
63,2025-02-13 17:50:08.505,11590.028,120.027,3.471732,1.400103,0,1.4933715,45.66533
64,2025-02-13 17:55:29.139,11910.663,320.63,3.679924,0.0,0,1.4933715,45.66533
65,2025-02-13 17:57:29.149,12030.672,120.005,3.457757,1.400159,0,1.5400454,43.99841
66,2025-02-13 18:02:53.788,12355.311,324.639,3.666707,0.0,0,1.5400454,43.99841
67,2025-02-13 18:04:53.795,12475.318,120.004,3.444897,1.400079,0,1.5867163,42.33159
68,2025-02-13 18:10:22.190,12803.713,328.39,3.654145,0.0,0,1.5867163,42.33159
69,2025-02-13 18:12:22.201,12923.724,120.007,3.43235,1.400095,0,1.6333889,40.66471
70,2025-02-13 18:17:54.162,13255.686,331.959,3.642222,0.0,0,1.6333889,40.66471
71,2025-02-13 18:19:54.169,13375.692,120.004,3.42062,1.400183,0,1.6800632,38.99777
72,2025-02-13 18:25:29.524,13711.047,335.35,3.630551,0.0,0,1.6800632,38.99777
73,2025-02-13 18:27:29.534,13831.057,120.007,3.408772,1.40007,0,1.7267349,37.33092
74,2025-02-13 18:33:08.200,14169.723,338.663,3.618941,0.0,0,1.7267349,37.33092
75,2025-02-13 18:35:08.232,14289.756,120.023,3.396878,1.400175,0,1.7734163,35.66373
76,2025-02-13 18:40:50.198,14631.721,341.961,3.607003,0.0,0,1.7734163,35.66373
77,2025-02-13 18:42:50.239,14751.762,120.033,3.384658,1.400183,0,1.8201015,33.9964
